n_embd,n_head,n_layer,dropout,final_train_loss,final_val_loss,final_train_perplexity,final_val_perplexity
256,8,8,0.3,4.526057243347168,3.9200925827026367,92.39346313476562,50.40510940551758
256,8,8,0.3,3.933030128479004,3.6760261058807373,51.061439514160156,39.48914337158203
256,8,8,0.3,3.6840806007385254,3.545111656188965,39.808502197265625,34.64356231689453
256,8,8,0.3,3.56404447555542,3.4604620933532715,35.30568313598633,31.831697463989258
256,8,8,0.3,3.4662351608276367,3.421064853668213,32.0159912109375,30.601978302001953
256,8,8,0.3,3.4047956466674805,3.384007692337036,30.108142852783203,29.48871421813965
256,8,8,0.3,3.3813858032226562,3.3384389877319336,29.411487579345703,28.17511558532715
256,8,8,0.3,3.354142665863037,3.310122013092041,28.621057510375977,27.38845443725586
256,8,8,0.3,3.3147921562194824,3.2919299602508545,27.516660690307617,26.894712448120117
256,8,8,0.3,3.2950661182403564,3.270263433456421,26.979204177856445,26.31827735900879
256,8,8,0.3,3.275158643722534,3.2592015266418457,26.44742774963379,26.02873420715332
256,8,8,0.3,3.225532054901123,3.2340188026428223,25.166948318481445,25.381454467773438
256,8,8,0.3,3.2381887435913086,3.1800594329833984,25.48752212524414,24.04817008972168
256,8,8,0.3,3.1846113204956055,3.1625916957855225,24.157909393310547,23.63176918029785
256,8,8,0.3,3.176609754562378,3.1208581924438477,23.96537208557129,22.665822982788086
256,8,8,0.3,3.1344666481018066,3.0915534496307373,22.97637367248535,22.011259078979492
256,8,8,0.3,3.117887496948242,3.0747013092041016,22.598590850830078,21.6434268951416
256,8,8,0.3,3.0763964653015137,3.0487570762634277,21.68013572692871,21.089126586914062
256,8,8,0.3,3.066838502883911,3.014281749725342,21.473899841308594,20.374462127685547
256,8,8,0.3,3.0623292922973633,2.998220920562744,21.37729835510254,20.049829483032227
256,8,8,0.3,3.0321691036224365,2.977403402328491,20.74217987060547,19.63676643371582
256,8,8,0.3,2.9900803565979004,2.985344648361206,19.88728904724121,19.793323516845703
256,8,8,0.3,2.964522123336792,2.930779457092285,19.38544273376465,18.742233276367188
256,8,8,0.3,2.9380903244018555,2.9178237915039062,18.8797607421875,18.500978469848633
256,8,8,0.3,2.907557725906372,2.8812506198883057,18.3120174407959,17.83656120300293
256,8,8,0.3,2.9061968326568604,2.914768695831299,18.287126541137695,18.444541931152344
256,8,8,0.3,2.884613275527954,2.847696542739868,17.896648406982422,17.248018264770508
256,8,8,0.3,2.902386426925659,2.847144842147827,18.217573165893555,17.238492965698242
256,8,8,0.3,2.8710460662841797,2.8411569595336914,17.65547752380371,17.135587692260742
256,8,8,0.3,2.8323822021484375,2.8245909214019775,16.985876083374023,16.854049682617188
256,8,8,0.3,2.8551440238952637,2.814232110977173,17.376941680908203,16.680362701416016
256,8,8,0.3,2.8312644958496094,2.7925102710723877,16.966894149780273,16.321945190429688
256,8,8,0.3,2.812469244003296,2.7845633029937744,16.65097999572754,16.192739486694336
256,8,8,0.3,2.813223361968994,2.7716660499572754,16.66356086730957,15.985243797302246
