n_embd,n_head,n_layer,dropout,final_train_loss,final_val_loss,final_train_perplexity,final_val_perplexity
256,8,8,0.3,4.606197357177734,3.9836461544036865,100.10266876220703,53.71250915527344
256,8,8,0.3,3.9881577491760254,3.7409162521362305,53.95538330078125,42.13658142089844
256,8,8,0.3,3.7445154190063477,3.5815415382385254,42.288509368896484,35.92888641357422
256,8,8,0.3,3.58296537399292,3.5026087760925293,35.98007583618164,33.20195770263672
256,8,8,0.3,3.514260768890381,3.438199281692505,33.59107208251953,31.13087272644043
256,8,8,0.3,3.4517321586608887,3.388151168823242,31.554996490478516,29.611169815063477
256,8,8,0.3,3.3924319744110107,3.3513023853302,29.738195419311523,28.539873123168945
256,8,8,0.3,3.3654417991638184,3.3358724117279053,28.9462833404541,28.102895736694336
256,8,8,0.3,3.3393032550811768,3.3099937438964844,28.199478149414062,27.384960174560547
256,8,8,0.3,3.325270414352417,3.2932727336883545,27.8065242767334,26.930850982666016
256,8,8,0.3,3.270962715148926,3.2444963455200195,26.3366756439209,25.648799896240234
256,8,8,0.3,3.268303394317627,3.218541145324707,26.26673698425293,24.99164581298828
256,8,8,0.3,3.233099937438965,3.200368881225586,25.358156204223633,24.541568756103516
256,8,8,0.3,3.1859500408172607,3.1584362983703613,24.190277099609375,23.533767700195312
256,8,8,0.3,3.182891607284546,3.1470935344696045,24.116382598876953,23.26833724975586
256,8,8,0.3,3.1157052516937256,3.1153817176818848,22.54932403564453,22.542022705078125
256,8,8,0.3,3.101706027984619,3.0875918865203857,22.23585319519043,21.924213409423828
256,8,8,0.3,3.0977118015289307,3.035778045654297,22.147216796875,20.817167282104492
256,8,8,0.3,3.059483289718628,3.0453505516052246,21.316545486450195,21.017398834228516
256,8,8,0.3,3.0497241020202637,3.0007991790771484,21.109519958496094,20.101594924926758
256,8,8,0.3,3.034266233444214,2.9823520183563232,20.785715103149414,19.73417854309082
256,8,8,0.3,2.9887893199920654,2.999148368835449,19.861618041992188,20.068439483642578
256,8,8,0.3,2.961243152618408,2.962191581726074,19.32198143005371,19.340320587158203
256,8,8,0.3,2.945742607116699,2.9229578971862793,19.0247859954834,18.596216201782227
256,8,8,0.3,2.937866687774658,2.9176909923553467,18.875539779663086,18.4985294342041
256,8,8,0.3,2.8972511291503906,2.9066779613494873,18.124250411987305,18.295917510986328
256,8,8,0.3,2.926955223083496,2.909273624420166,18.670690536499023,18.343469619750977
256,8,8,0.3,2.885180711746216,2.885772705078125,17.90679931640625,17.91740608215332
256,8,8,0.3,2.8583431243896484,2.844251871109009,17.432619094848633,17.188697814941406
256,8,8,0.3,2.852755069732666,2.8587746620178223,17.335468292236328,17.440134048461914
256,8,8,0.3,2.871100902557373,2.8251984119415283,17.656450271606445,16.864286422729492
256,8,8,0.3,2.826824426651001,2.793917179107666,16.891738891601562,16.344921112060547
256,8,8,0.3,2.8310115337371826,2.808577299118042,16.96260643005371,16.586299896240234
