n_embd,n_head,n_layer,dropout,final_train_loss,final_val_loss,final_train_perplexity,final_val_perplexity
256,4,4,0.2,4.64223051071167,4.2387871742248535,103.77566528320312,69.32369232177734
256,4,4,0.2,4.237144947052002,3.941298484802246,69.2099380493164,51.48541259765625
256,4,4,0.2,3.9420526027679443,3.7806215286254883,51.52426528930664,43.84330368041992
256,4,4,0.2,3.763317584991455,3.645979642868042,43.091148376464844,38.32028579711914
256,4,4,0.2,3.6415364742279053,3.5368196964263916,38.150428771972656,34.35750198364258
256,4,4,0.2,3.5436840057373047,3.458081007003784,34.594120025634766,31.755985260009766
256,4,4,0.2,3.4760403633117676,3.4474704265594482,32.33143997192383,31.42081642150879
256,4,4,0.2,3.4492857456207275,3.3661880493164062,31.477893829345703,28.967891693115234
256,4,4,0.2,3.388699531555176,3.3521995544433594,29.627397537231445,28.56550407409668
256,4,4,0.2,3.353131055831909,3.3242948055267334,28.59209632873535,27.779409408569336
256,4,4,0.2,3.333953619003296,3.30024790763855,28.04901123046875,27.11935043334961
256,4,4,0.2,3.322559356689453,3.272909641265869,27.731233596801758,26.388019561767578
256,4,4,0.2,3.273538112640381,3.2709574699401855,26.40460968017578,26.336530685424805
256,4,4,0.2,3.2503349781036377,3.2551956176757812,25.798961639404297,25.924697875976562
256,4,4,0.2,3.2484028339385986,3.2225921154022217,25.749181747436523,25.09308624267578
256,4,4,0.2,3.21722412109375,3.1956417560577393,24.958736419677734,24.425838470458984
256,4,4,0.2,3.207608938217163,3.1659576892852783,24.71990203857422,23.711435317993164
256,4,4,0.2,3.196125030517578,3.164415121078491,24.437664031982422,23.674898147583008
256,4,4,0.2,3.146393299102783,3.119425058364868,23.252050399780273,22.63336753845215
256,4,4,0.2,3.143956422805786,3.107089042663574,23.195463180541992,22.355871200561523
256,4,4,0.2,3.1082465648651123,3.064852237701416,22.381759643554688,21.43129539489746
256,4,4,0.2,3.0842785835266113,3.044496536254883,21.85169792175293,20.99945068359375
256,4,4,0.2,3.0822978019714355,3.0456626415252686,21.808456420898438,21.023963928222656
256,4,4,0.2,3.053079128265381,3.043461799621582,21.180452346801758,20.977739334106445
256,4,4,0.2,3.0302698612213135,3.00947904586792,20.70281982421875,20.276830673217773
256,4,4,0.2,2.9909169673919678,2.99129056930542,19.903921127319336,19.911367416381836
256,4,4,0.2,2.9785866737365723,2.9342007637023926,19.66002082824707,18.806461334228516
256,4,4,0.2,2.974971294403076,2.921776533126831,19.589067459106445,18.574260711669922
256,4,4,0.2,2.943267583847046,2.9303245544433594,18.97776222229004,18.73369026184082
256,4,4,0.2,2.9418435096740723,2.899256467819214,18.95075035095215,18.160640716552734
256,4,4,0.2,2.9462971687316895,2.9374818801879883,19.03534698486328,18.868274688720703
256,4,4,0.2,2.9155986309051514,2.8637866973876953,18.459856033325195,17.527772903442383
256,4,4,0.2,2.8697431087493896,2.848405361175537,17.632484436035156,17.26022720336914
256,4,4,0.2,2.882298707962036,2.868048906326294,17.85526466369629,17.602643966674805
256,4,4,0.2,2.838606357574463,2.861069679260254,17.09193229675293,17.4802188873291
256,4,4,0.2,2.855848550796509,2.8370862007141113,17.38918685913086,17.06596565246582
256,4,4,0.2,2.8523342609405518,2.846055746078491,17.32817840576172,17.219724655151367
256,4,4,0.2,2.8223862648010254,2.8067779541015625,16.816932678222656,16.556482315063477
256,4,4,0.2,2.813626289367676,2.8374266624450684,16.670251846313477,17.07176971435547
256,4,4,0.2,2.822455406188965,2.7916531562805176,16.818099975585938,16.30795669555664
256,4,4,0.2,2.790985345840454,2.797683000564575,16.297069549560547,16.406585693359375
256,4,4,0.2,2.791431427001953,2.777726650238037,16.30433464050293,16.08241844177246
256,4,4,0.2,2.763373613357544,2.7762069702148438,15.853232383728027,16.05799674987793
256,4,4,0.2,2.7611241340637207,2.7627522945404053,15.817609786987305,15.843392372131348
256,4,4,0.2,2.768230676651001,2.775787591934204,15.930427551269531,16.0512638092041
256,4,4,0.2,2.7719004154205322,2.7497293949127197,15.988995552062988,15.638402938842773
256,4,4,0.2,2.7409071922302246,2.759246349334717,15.5010404586792,15.78794002532959
256,4,4,0.2,2.768481969833374,2.724304437637329,15.934431076049805,15.24579906463623
256,4,4,0.2,2.741999387741089,2.7208471298217773,15.517979621887207,15.193190574645996
256,4,4,0.2,2.733961820602417,2.7334139347076416,15.393754005432129,15.385311126708984
256,4,4,0.2,2.7368686199188232,2.7101457118988037,15.438566207885742,15.031474113464355
256,4,4,0.2,2.733842611312866,2.713745594024658,15.391916275024414,15.085668563842773
256,4,4,0.2,2.7084319591522217,2.7129740715026855,15.005724906921387,15.074040412902832
256,4,4,0.2,2.7051351070404053,2.7080819606781006,14.956334114074707,15.000480651855469
256,4,4,0.2,2.7266104221343994,2.689584970474243,15.281006813049316,14.725565910339355
256,4,4,0.2,2.6966640949249268,2.685183525085449,14.830170631408691,14.660884857177734
256,4,4,0.2,2.701733350753784,2.6990230083465576,14.905546188354492,14.865194320678711
256,4,4,0.2,2.6935904026031494,2.677665948867798,14.784674644470215,14.551101684570312
256,4,4,0.2,2.6952052116394043,2.6587202548980713,14.808557510375977,14.27800464630127
256,4,4,0.2,2.6471927165985107,2.6773998737335205,14.11435604095459,14.547226905822754
256,4,4,0.2,2.6907598972320557,2.6827049255371094,14.742871284484863,14.624598503112793
256,4,4,0.2,2.681583881378174,2.6646549701690674,14.608213424682617,14.362990379333496
256,4,4,0.2,2.6792969703674316,2.679717779159546,14.574843406677246,14.580974578857422
256,4,4,0.2,2.6780920028686523,2.6475605964660645,14.557294845581055,14.119549751281738
256,4,4,0.2,2.6869287490844727,2.652141571044922,14.686497688293457,14.184383392333984
256,4,4,0.2,2.681781530380249,2.65244722366333,14.611093521118164,14.188726425170898
256,4,4,0.2,2.6551966667175293,2.6731021404266357,14.22778034210205,14.484829902648926
256,4,4,0.2,2.641993522644043,2.6441843509674072,14.041167259216309,14.071959495544434
256,4,4,0.2,2.6545205116271973,2.6978981494903564,14.218160629272461,14.848496437072754
256,4,4,0.2,2.655928373336792,2.6560428142547607,14.238195419311523,14.23983097076416
256,4,4,0.2,2.6617660522460938,2.6285898685455322,14.32155990600586,13.854219436645508
256,4,4,0.2,2.643911838531494,2.6520261764526367,14.068124771118164,14.18274974822998
256,4,4,0.2,2.671637773513794,2.6581807136535645,14.463642120361328,14.270304679870605
256,4,4,0.2,2.6776788234710693,2.65490460395813,14.551274299621582,14.223626136779785
256,4,4,0.2,2.661298990249634,2.6688499450683594,14.314868927001953,14.423378944396973
256,4,4,0.2,2.6366052627563477,2.6531643867492676,13.965707778930664,14.198898315429688
256,4,4,0.2,2.64850115776062,2.632654905319214,14.13283634185791,13.910649299621582
256,4,4,0.2,2.645245313644409,2.6959633827209473,14.086896896362305,14.819792747497559
256,4,4,0.2,2.647639513015747,2.6282989978790283,14.120671272277832,13.850187301635742
256,4,4,0.2,2.6334965229034424,2.6430952548980713,13.922365188598633,14.056642532348633
256,4,4,0.2,2.648993492126465,2.666013717651367,14.139799118041992,14.382521629333496
256,4,4,0.2,2.6300206184387207,2.656107187271118,13.87406063079834,14.240748405456543
256,4,4,0.2,2.629305362701416,2.6234772205352783,13.864142417907715,13.783565521240234
