n_embd,n_head,n_layer,dropout,final_train_loss,final_val_loss,final_train_perplexity,final_val_perplexity
256,8,8,0.3,4.606658935546875,3.981247663497925,100.14888000488281,53.58383560180664
256,8,8,0.3,3.9733879566192627,3.758397340774536,53.16435623168945,42.879638671875
256,8,8,0.3,3.7512617111206055,3.5950872898101807,42.574764251708984,36.41886901855469
256,8,8,0.3,3.5964317321777344,3.511843204498291,36.46787643432617,33.50997543334961
256,8,8,0.3,3.5220210552215576,3.453054904937744,33.852787017822266,31.596778869628906
256,8,8,0.3,3.458827257156372,3.3972339630126953,31.779685974121094,29.881319046020508
256,8,8,0.3,3.4040393829345703,3.364002227783203,30.08538246154785,28.9046573638916
256,8,8,0.3,3.3660097122192383,3.330767869949341,28.962726593017578,27.959796905517578
256,8,8,0.3,3.3523342609405518,3.3069849014282227,28.569345474243164,27.30266761779785
256,8,8,0.3,3.3129594326019287,3.29125714302063,27.466304779052734,26.876623153686523
256,8,8,0.3,3.2819859981536865,3.272213935852051,26.628610610961914,26.369661331176758
256,8,8,0.3,3.2482779026031494,3.2055504322052,25.74595832824707,24.6690673828125
256,8,8,0.3,3.2165610790252686,3.187958240509033,24.942180633544922,24.23889923095703
256,8,8,0.3,3.2155725955963135,3.1758289337158203,24.917556762695312,23.946672439575195
256,8,8,0.3,3.1563189029693604,3.131798267364502,23.483983993530273,22.91514015197754
256,8,8,0.3,3.136584758758545,3.1158668994903564,23.025096893310547,22.552978515625
256,8,8,0.3,3.105290174484253,3.0976345539093018,22.315692901611328,22.145511627197266
256,8,8,0.3,3.1003589630126953,3.0622434616088867,22.205921173095703,21.375457763671875
256,8,8,0.3,3.036430597305298,3.018411874771118,20.830753326416016,20.458768844604492
256,8,8,0.3,3.0222833156585693,3.0264511108398438,20.538137435913086,20.623910903930664
256,8,8,0.3,3.024165630340576,3.004142999649048,20.576824188232422,20.168920516967773
256,8,8,0.3,2.9859676361083984,2.9804491996765137,19.8056583404541,19.6966609954834
256,8,8,0.3,2.996805191040039,2.9560165405273438,20.02147102355957,19.22124671936035
256,8,8,0.3,2.9505467414855957,2.93137788772583,19.116403579711914,18.75344467163086
256,8,8,0.3,2.941175699234009,2.914813756942749,18.93810272216797,18.44538116455078
256,8,8,0.3,2.9141499996185303,2.9169764518737793,18.433141708374023,18.485307693481445
256,8,8,0.3,2.8854029178619385,2.88151216506958,17.910778045654297,17.841230392456055
256,8,8,0.3,2.861966371536255,2.8639142513275146,17.495901107788086,17.530014038085938
256,8,8,0.3,2.8737151622772217,2.8650975227355957,17.702659606933594,17.550756454467773
256,8,8,0.3,2.8448073863983154,2.827328681945801,17.19823455810547,16.900266647338867
256,8,8,0.3,2.8400304317474365,2.845547914505005,17.116291046142578,17.210983276367188
256,8,8,0.3,2.8061935901641846,2.8013641834259033,16.546810150146484,16.467100143432617
256,8,8,0.3,2.820401668548584,2.813565731048584,16.783592224121094,16.66925048828125
256,8,8,0.3,2.798135280609131,2.7948808670043945,16.41401481628418,16.360679626464844
256,8,8,0.3,2.8072683811187744,2.7851295471191406,16.564611434936523,16.201908111572266
256,8,8,0.3,2.7864503860473633,2.789780616760254,16.223325729370117,16.277456283569336
