n_embd,n_head,n_layer,dropout,final_train_loss,final_val_loss,final_train_perplexity,final_val_perplexity
256,8,8,0.3,4.361277103424072,3.7670884132385254,78.35713958740234,43.253944396972656
256,8,8,0.3,3.7518484592437744,3.5455217361450195,42.59978103637695,34.657779693603516
256,8,8,0.3,3.504289150238037,3.3818557262420654,33.25779342651367,29.42534065246582
256,8,8,0.3,3.345240354537964,3.3275392055511475,28.367385864257812,27.86968231201172
256,8,8,0.3,3.297091007232666,3.3375818729400635,27.033876419067383,28.150972366333008
256,8,8,0.3,3.2462069988250732,3.3088767528533936,25.69269561767578,27.35436248779297
256,8,8,0.3,3.21342396736145,3.2617297172546387,24.864070892333984,26.09463882446289
256,8,8,0.3,3.196316719055176,3.217214584350586,24.442337036132812,24.9584903717041
256,8,8,0.3,3.2158780097961426,3.20404314994812,24.925155639648438,24.631914138793945
256,8,8,0.3,3.1481080055236816,3.1546542644500732,23.29196548461914,23.44492530822754
256,8,8,0.3,3.0594513416290283,3.142209768295288,21.31584358215332,23.154977798461914
256,8,8,0.3,3.0749704837799072,3.105025291442871,21.64923667907715,22.30979347229004
256,8,8,0.3,3.1041934490203857,3.096712112426758,22.291236877441406,22.12508773803711
256,8,8,0.3,3.0029489994049072,3.051100254058838,20.144847869873047,21.13858985900879
256,8,8,0.3,3.0293385982513428,3.0009992122650146,20.68355369567871,20.105621337890625
256,8,8,0.3,2.988664388656616,2.997403621673584,19.859146118164062,20.033449172973633
256,8,8,0.3,3.0084662437438965,2.9502127170562744,20.25630760192871,19.110013961791992
256,8,8,0.3,2.9570107460021973,2.9503753185272217,19.240371704101562,19.11312484741211
256,8,8,0.3,2.905322313308716,2.9577128887176514,18.271135330200195,19.25387191772461
256,8,8,0.3,2.906921148300171,2.903650999069214,18.300363540649414,18.240612030029297
256,8,8,0.3,2.8949027061462402,2.895082473754883,18.08173370361328,18.084993362426758
256,8,8,0.3,2.892651081085205,2.9087414741516113,18.041067123413086,18.333711624145508
256,8,8,0.3,2.871264934539795,2.855802536010742,17.65934181213379,17.388391494750977
256,8,8,0.3,2.8924009799957275,2.8647966384887695,18.03656005859375,17.54548454284668
256,8,8,0.3,2.8371214866638184,2.8527021408081055,17.06656837463379,17.334558486938477
256,8,8,0.3,2.8098464012145996,2.843780517578125,16.60737419128418,17.18060302734375
256,8,8,0.3,2.828887701034546,2.8295183181762695,16.926631927490234,16.937299728393555
256,8,8,0.3,2.7587971687316895,2.7800235748291016,15.78085708618164,16.119401931762695
256,8,8,0.3,2.808840751647949,2.7566444873809814,16.590669631958008,15.746918678283691
256,8,8,0.3,2.7791223526000977,2.755488395690918,16.104881286621094,15.728724479675293
256,8,8,0.3,2.760251760482788,2.7626540660858154,15.803818702697754,15.841835975646973
256,8,8,0.3,2.770051956176758,2.7731823921203613,15.959456443786621,16.00950050354004
256,8,8,0.3,2.7251620292663574,2.750419855117798,15.258885383605957,15.649201393127441
256,8,8,0.3,2.686809539794922,2.7450308799743652,14.6847505569458,15.565093994140625
256,8,8,0.3,2.6982486248016357,2.690430164337158,14.853691101074219,14.738014221191406
256,8,8,0.3,2.7186007499694824,2.7443346977233887,15.159095764160156,15.554269790649414
256,8,8,0.3,2.6900484561920166,2.6992928981781006,14.732386589050293,14.869217872619629
256,8,8,0.3,2.675567626953125,2.6780669689178467,14.520597457885742,14.556930541992188
256,8,8,0.3,2.6881816387176514,2.70042085647583,14.704916000366211,14.885995864868164
256,8,8,0.3,2.6473567485809326,2.683121681213379,14.11667537689209,14.630698204040527
256,8,8,0.3,2.6654906272888184,2.6414237022399902,14.375004768371582,14.03316879272461
256,8,8,0.3,2.651484966278076,2.676867961883545,14.17507266998291,14.539480209350586
256,8,8,0.3,2.6299681663513184,2.6416330337524414,13.873329162597656,14.03610610961914
256,8,8,0.3,2.6501777172088623,2.648273468017578,14.156554222106934,14.129615783691406
256,8,8,0.3,2.633591651916504,2.636298179626465,13.923696517944336,13.96142864227295
256,8,8,0.3,2.617253065109253,2.6402039527893066,13.698047637939453,14.01605224609375
256,8,8,0.3,2.610745906829834,2.6151950359344482,13.6091947555542,13.669881820678711
256,8,8,0.3,2.6328845024108887,2.613708734512329,13.913843154907227,13.649576187133789
256,8,8,0.3,2.6185011863708496,2.6411197185516357,13.7151517868042,14.02889633178711
256,8,8,0.3,2.611628770828247,2.6226649284362793,13.6212158203125,13.772377967834473
256,8,8,0.3,2.623028039932251,2.6322479248046875,13.777385711669922,13.90499210357666
256,8,8,0.3,2.596971273422241,2.6129143238067627,13.423025131225586,13.638744354248047
256,8,8,0.3,2.626784563064575,2.6162028312683105,13.829237937927246,13.683662414550781
256,8,8,0.3,2.600574493408203,2.5962979793548584,13.471475601196289,13.413990020751953
256,8,8,0.3,2.59631609916687,2.5834035873413086,13.414227485656738,13.242136001586914
256,8,8,0.3,2.5786585807800293,2.6090259552001953,13.179444313049316,13.585811614990234
256,8,8,0.3,2.583325147628784,2.5912230014801025,13.241096496582031,13.346090316772461
256,8,8,0.3,2.595703601837158,2.5799574851989746,13.406023025512695,13.196577072143555
256,8,8,0.3,2.591484308242798,2.583531379699707,13.349569320678711,13.243830680847168
256,8,8,0.3,2.57084059715271,2.5894205570220947,13.07680892944336,13.322052955627441
256,8,8,0.3,2.565903902053833,2.613856554031372,13.012414932250977,13.651594161987305
256,8,8,0.3,2.5688607692718506,2.570352792739868,13.05095100402832,13.07043170928955
256,8,8,0.3,2.575021743774414,2.5828745365142822,13.131596565246582,13.235128402709961
256,8,8,0.3,2.5835349559783936,2.5816118717193604,13.24386978149414,13.218430519104004
256,8,8,0.3,2.5447537899017334,2.543461799621582,12.740094184875488,12.723641395568848
256,8,8,0.3,2.5727133750915527,2.5727407932281494,13.101319313049316,13.10168743133545
256,8,8,0.3,2.556804895401001,2.557537794113159,12.894552230834961,12.904014587402344
256,8,8,0.3,2.5885136127471924,2.5775372982025146,13.309972763061523,13.164671897888184
256,8,8,0.3,2.5424644947052,2.5797929763793945,12.710959434509277,13.194409370422363
256,8,8,0.3,2.559910297393799,2.555298089981079,12.934659957885742,12.875140190124512
256,8,8,0.3,2.5623409748077393,2.561431884765625,12.96613883972168,12.954357147216797
256,8,8,0.3,2.5805702209472656,2.5460526943206787,13.204666137695312,12.756647109985352
256,8,8,0.3,2.551483154296875,2.5532264709472656,12.826119422912598,12.848495483398438
256,8,8,0.3,2.562520742416382,2.5536508560180664,12.968469619750977,12.853946685791016
256,8,8,0.3,2.5455431938171387,2.5703554153442383,12.75014591217041,13.07046890258789
