n_embd,n_head,n_layer,dropout,final_train_loss,final_val_loss,final_train_perplexity,final_val_perplexity,iteracja
256,16,12,0.1,2.5816032886505127,2.59169340133667,13.218310356140137,13.352356910705566,86
256,16,12,0.1,2.603917360305786,2.5920653343200684,13.516584396362305,13.35733699798584,87
256,16,12,0.1,2.585410594940185,2.608849048614502,13.268735885620115,13.583404541015623,88
256,16,12,0.1,2.582358360290528,2.569550037384033,13.22829818725586,13.059946060180664,89
256,16,12,0.1,2.571046829223633,2.5766072273254395,13.079509735107422,13.15243911743164,90
256,16,12,0.1,2.5783019065856934,2.575568675994873,13.1747465133667,13.138787269592283,91
256,16,12,0.1,2.562720775604248,2.577963352203369,12.971063613891602,13.17029094696045,92
256,16,12,0.1,2.578452110290528,2.572338819503784,13.17672634124756,13.09642219543457,93
256,16,12,0.1,2.558445692062378,2.585356473922729,12.915726661682127,13.268021583557127,94
256,16,12,0.1,2.580324411392212,2.5349013805389404,13.201414108276367,12.61518383026123,95
256,16,12,0.1,2.562673091888428,2.5888657569885254,12.970436096191406,13.314661026000977,96
256,16,12,0.1,2.5725131034851074,2.5616841316223145,13.098708152770996,12.957622528076172,97
256,16,12,0.1,2.565469741821289,2.5541512966156006,13.006773948669434,12.860383987426758,98
256,16,12,0.1,2.5732460021972656,2.5765936374664307,13.108305931091309,13.152255058288574,99
256,16,12,0.1,2.551565170288086,2.538630247116089,12.827165603637695,12.662318229675291,100
256,16,12,0.1,2.571042776107788,2.558096647262573,13.079460144042969,12.911219596862791,101
256,16,12,0.1,2.5936989784240723,2.5574796199798584,13.379173278808594,12.903255462646484,102
256,16,12,0.1,2.5456888675689697,2.5771608352661133,12.75200653076172,13.159729957580566,103
256,16,12,0.1,2.561237573623657,2.5796120166778564,12.951839447021484,13.192028045654297,104
256,16,12,0.1,2.573521614074707,2.543760061264038,13.111918449401855,12.72744083404541,105
256,16,12,0.1,2.573219060897827,2.5657100677490234,13.107952117919922,13.009893417358398,106
256,16,12,0.1,2.5763707160949707,2.5390937328338623,13.14932918548584,12.668185234069824,107
256,16,12,0.1,2.549798488616944,2.5677056312561035,12.804523468017578,13.035874366760254,108
256,16,12,0.1,2.5746445655822754,2.5420823097229004,13.1266508102417,12.706101417541504,109
256,16,12,0.1,2.562245607376098,2.5892791748046875,12.964902877807615,13.320160865783691,110
256,16,12,0.1,2.5721051692962646,2.5324323177337646,13.093358993530272,12.584071159362791,111
256,16,12,0.1,2.575451612472534,2.5494892597198486,13.137251853942873,12.800564765930176,112
256,16,12,0.1,2.5448193550109863,2.5283148288726807,12.740931510925291,12.532371520996094,113
256,16,12,0.1,2.562927007675171,2.5576634407043457,12.973739624023438,12.905627250671388,114
256,16,12,0.1,2.56235933303833,2.5446271896362305,12.96637725830078,12.73847770690918,115
256,16,12,0.1,2.550551176071167,2.552820920944214,12.81416130065918,12.84328556060791,116
256,16,12,0.1,2.5296809673309326,2.5536553859710693,12.549498558044434,12.85400104522705,117
256,16,12,0.1,2.554600477218628,2.5512895584106445,12.866162300109863,12.823636054992676,118
256,16,12,0.1,2.5427908897399902,2.575268030166626,12.71510887145996,13.134838104248049,119
256,16,12,0.1,2.5315260887146,2.547404527664185,12.572681427001951,12.773903846740724,120
256,16,12,0.1,2.5391628742218018,2.541934967041016,12.669061660766602,12.704229354858398,121
256,16,12,0.1,2.568981885910034,2.5519649982452397,13.052529335021973,12.832298278808594,122
256,16,12,0.1,2.540869951248169,2.5509305000305176,12.690703392028809,12.819024085998535,123
256,16,12,0.1,2.5450284481048584,2.560754537582397,12.743593215942385,12.945579528808594,124
256,16,12,0.1,2.551966905593872,2.531580209732056,12.832316398620604,12.573359489440918,125
256,16,12,0.1,2.5507519245147705,2.5434763431549072,12.81673526763916,12.723833084106444,126
256,16,12,0.1,2.547173023223877,2.5520522594451904,12.770946502685549,12.833417892456056,127
256,16,12,0.1,2.567728281021118,2.537504196166992,13.036172866821287,12.648067474365234,128
256,16,12,0.1,2.5199882984161377,2.5584986209869385,12.428454399108888,12.916410446166992,129
256,16,12,0.1,2.5334455966949463,2.5468945503234863,12.596837997436523,12.76738739013672,130
256,16,12,0.1,2.578169107437134,2.531214475631714,13.173001289367676,12.568761825561523,131
256,16,12,0.1,2.535940170288086,2.5485620498657227,12.628292083740234,12.788702011108398,132
256,16,12,0.1,2.5637459754943848,2.548452615737915,12.984365463256836,12.787302017211914,133
256,16,12,0.1,2.5461361408233643,2.544325828552246,12.757708549499512,12.734637260437012,134
256,16,12,0.1,2.541475534439087,2.566089868545532,12.698394775390623,13.014832496643066,135
256,16,12,0.1,2.544715166091919,2.54085636138916,12.739602088928224,12.690537452697754,136
256,16,12,0.1,2.5445821285247803,2.5495290756225586,12.73790454864502,12.801074981689451,137
256,16,12,0.1,2.540813684463501,2.528792142868042,12.689998626708984,12.538354873657228,138
256,16,12,0.1,2.546013355255127,2.545555830001831,12.756145477294922,12.750310897827148,139
256,16,12,0.1,2.544097900390625,2.5468738079071045,12.73173999786377,12.767135620117188,140
256,16,12,0.1,2.540072441101074,2.549092054367065,12.68059539794922,12.79548168182373,141
256,16,12,0.1,2.5478732585906982,2.544250965118408,12.779892921447754,12.733686447143556,142
256,16,12,0.1,2.544840812683105,2.536494731903076,12.741199493408203,12.635302543640137,143
256,16,12,0.1,2.546374082565308,2.541690826416016,12.760746955871582,12.701122283935549,144
256,16,12,0.1,2.526029586791992,2.5302610397338867,12.503759384155272,12.556780815124512,145
256,16,12,0.1,2.534106731414795,2.5397496223449707,12.605172157287598,12.676490783691406,146
256,16,12,0.1,2.5350983142852783,2.5355899333953857,12.617671966552734,12.623882293701172,147
256,16,12,0.1,2.560819149017334,2.5212478637695312,12.946415901184082,12.444119453430176,148
256,16,12,0.1,2.5232338905334477,2.5382094383239746,12.468860626220703,12.656987190246582,149
256,16,12,0.1,2.531460285186768,2.533783197402954,12.571853637695312,12.601085662841797,150
256,16,12,0.1,2.538121461868286,2.5481927394866943,12.655874252319336,12.783979415893556,151
256,16,12,0.1,2.5383145809173584,2.517369508743286,12.658321380615234,12.395943641662598,152
256,16,12,0.1,2.5475924015045166,2.540393829345703,12.776304244995115,12.684662818908691,153
256,16,12,0.1,2.548518180847168,2.502803325653076,12.788134574890137,12.216687202453612,154
256,16,12,0.1,2.5226705074310303,2.5330629348754883,12.46182918548584,12.592019081115724,155
256,16,12,0.1,2.5442564487457275,2.5251834392547607,12.733753204345703,12.493186950683594,156
256,16,12,0.1,2.53985857963562,2.522590398788452,12.67787265777588,12.46083641052246,157
256,16,12,0.1,2.539038896560669,2.5252206325531006,12.667492866516112,12.493654251098633,158
256,16,12,0.1,2.5431456565856934,2.5084547996521,12.719613075256348,12.28592586517334,159
256,16,12,0.1,2.525522232055664,2.517446517944336,12.497413635253906,12.39690113067627,160
256,16,12,0.1,2.503002882003784,2.536537408828736,12.219128608703612,12.635836601257324,161
256,16,12,0.1,2.5296168327331543,2.5408565998077397,12.548697471618652,12.69054126739502,162
256,16,12,0.1,2.5101044178009038,2.547982931137085,12.306218147277832,12.78130054473877,163
256,16,12,0.1,2.551745176315308,2.5139319896698,12.82947063446045,12.353416442871094,164
256,16,12,0.1,2.5196683406829834,2.504841089248657,12.42447280883789,12.241604804992676,165
256,16,12,0.1,2.54144287109375,2.5152041912078857,12.697982788085938,12.369125366210938,166
256,16,12,0.1,2.5151615142822266,2.5110080242156982,12.368605613708496,12.317342758178713,167
256,16,12,0.1,2.5282719135284424,2.5424630641937256,12.53183364868164,12.7109375,168
256,16,12,0.1,2.521973133087158,2.5326249599456787,12.453144073486328,12.586505889892578,169
256,16,12,0.1,2.533306837081909,2.512822151184082,12.595084190368652,12.339712142944336,170
256,16,12,0.1,2.5260651111602783,2.5150303840637207,12.504206657409668,12.366985321044922,171
256,16,12,0.1,2.514638185501098,2.512010097503662,12.36213493347168,12.329689025878906,172
256,16,12,0.1,2.522325277328491,2.5113444328308105,12.457528114318848,12.321484565734863,173
256,16,12,0.1,2.509041309356689,2.543755531311035,12.293142318725586,12.72738552093506,174
256,16,12,0.1,2.5129497051239014,2.5296547412872314,12.341282844543455,12.54917049407959,175
256,16,12,0.1,2.496295928955078,2.5303423404693604,12.137449264526367,12.55781364440918,176
256,16,12,0.1,2.5142297744750977,2.5173628330230717,12.35708713531494,12.39586067199707,177
256,16,12,0.1,2.4977059364318848,2.5186784267425537,12.154579162597656,12.412179946899414,178
256,16,12,0.1,2.5622594356536865,2.5229742527008057,12.965081214904783,12.465615272521973,179
256,16,12,0.1,2.5314149856567383,2.5133681297302246,12.571276664733888,12.346445083618164,180
256,16,12,0.1,2.49406361579895,2.522185802459717,12.110390663146973,12.455793380737305,181
256,16,12,0.1,2.532839775085449,2.517321825027466,12.589205741882324,12.395358085632324,182
256,16,12,0.1,2.4982388019561768,2.5145034790039062,12.161060333251951,12.360469818115234,183
256,16,12,0.1,2.4984378814697266,2.5110673904418945,12.16347885131836,12.318068504333496,184
256,16,12,0.1,2.489717721939087,2.5061254501342773,12.05787467956543,12.257352828979492,185
256,16,12,0.1,2.499751567840576,2.5194716453552246,12.179468154907228,12.42203426361084,186
256,16,12,0.1,2.5229856967926025,2.5103185176849365,12.465760231018066,12.308847427368164,187
256,16,12,0.1,2.514398097991944,2.505522966384888,12.359167098999023,12.249960899353027,188
256,16,12,0.1,2.507886409759521,2.535090923309326,12.278950691223145,12.617584228515623,189
256,16,12,0.1,2.5097146034240723,2.5251967906951904,12.301419258117676,12.493355751037598,190
256,16,12,0.1,2.562927007675171,2.4973349571228027,12.973739624023438,12.150070190429688,191
256,16,12,0.1,2.517378568649292,2.4753894805908203,12.396061897277832,11.886335372924805,192
256,16,12,0.1,2.493116617202759,2.5203094482421875,12.098917007446287,12.432443618774414,193
256,16,12,0.1,2.493107557296753,2.4936110973358154,12.09881591796875,12.10490608215332,194
256,16,12,0.1,2.544064521789551,2.516404628753662,12.731315612792969,12.383995056152344,195
256,16,12,0.1,2.5325303077697754,2.5200612545013428,12.585307121276855,12.429351806640623,196
256,16,12,0.1,2.5266895294189453,2.484616279602051,12.51201629638672,11.996516227722168,197
256,16,12,0.1,2.536102533340454,2.515498161315918,12.630352020263672,12.372774124145508,198
256,16,12,0.1,2.498563289642334,2.515356063842773,12.16500186920166,12.371012687683104,199
256,16,12,0.1,2.507167339324951,2.493283271789551,12.270123481750488,12.100944519042969,200
256,16,12,0.1,2.491729259490967,2.5061681270599365,12.082154273986816,12.25787353515625,201
256,16,12,0.1,2.5220186710357666,2.529061794281006,12.45370864868164,12.541732788085938,202
256,16,12,0.1,2.490740299224853,2.5193467140197754,12.070208549499512,12.420482635498049,203
256,16,12,0.1,2.523555040359497,2.481042623519897,12.47286319732666,11.953718185424805,204
256,16,12,0.1,2.4933104515075684,2.509748935699463,12.10126781463623,12.301837921142578,205
256,16,12,0.1,2.491520404815674,2.517009973526001,12.079625129699709,12.391487121582031,206
256,16,12,0.1,2.492072343826294,2.487114191055298,12.086295127868652,12.026522636413574,207
256,16,12,0.1,2.501437187194824,2.5021512508392334,12.20001220703125,12.20872688293457,208
256,16,12,0.1,2.5038704872131348,2.4939067363739014,12.229743957519531,12.10848617553711,209
256,16,12,0.1,2.499084234237671,2.481029272079468,12.171345710754396,11.953564643859863,210
256,16,12,0.1,2.4669406414031982,2.503434658050537,11.786331176757812,12.224409103393556,211
256,16,12,0.1,2.491050958633423,2.4985923767089844,12.073962211608888,12.165360450744627,212
256,16,12,0.1,2.5106563568115234,2.506570339202881,12.31301212310791,12.26280689239502,213
256,16,12,0.1,2.5177764892578125,2.50039005279541,12.400986671447754,12.18725299835205,214
256,16,12,0.1,2.481074571609497,2.4824297428131104,11.954105377197266,11.970314025878906,215
256,16,12,0.1,2.508833169937134,2.481820106506348,12.290583610534668,11.963024139404297,216
256,16,12,0.1,2.475127696990967,2.5024781227111816,11.883224487304688,12.212723731994627,217
256,16,12,0.1,2.489936828613281,2.472898483276367,12.06052017211914,11.856766700744627,218
256,16,12,0.1,2.503323793411255,2.486741781234741,12.22305679321289,12.022038459777832,219
256,16,12,0.1,2.489624261856079,2.5119519233703613,12.056744575500488,12.328977584838867,220
256,16,12,0.1,2.5268919467926025,2.4692482948303223,12.514552116394045,11.813557624816896,221
256,16,12,0.1,2.5088882446289062,2.508587598800659,12.291260719299316,12.28756046295166,222
256,16,12,0.1,2.4860661029815674,2.503229856491089,12.01391887664795,12.221908569335938,223
256,16,12,0.1,2.4837217330932617,2.501673460006714,11.98579216003418,12.202895164489746,224
256,16,12,0.1,2.5100557804107666,2.4861419200897217,12.305617332458496,12.014835357666016,225
256,16,12,0.1,2.4890387058258057,2.4827375411987305,12.049684524536133,11.9739990234375,226
256,16,12,0.1,2.500449180603028,2.4768881797790527,12.187968254089355,11.904169082641602,227
256,16,12,0.1,2.4742965698242188,2.4762115478515625,11.873353004455566,11.896111488342283,228
256,16,12,0.1,2.507333278656006,2.469329357147217,12.27216625213623,11.814520835876465,229
256,16,12,0.1,2.470458030700684,2.5010104179382324,11.827863693237305,12.194807052612305,230
256,16,12,0.1,2.479612112045288,2.4900803565979004,11.936638832092283,12.06224536895752,231
256,16,12,0.1,2.483716487884521,2.4779365062713623,11.985723495483398,11.91665267944336,232
256,16,12,0.1,2.4853315353393555,2.464515924453736,12.00510025024414,11.757792472839355,233
256,16,12,0.1,2.4483933448791504,2.4740610122680664,11.569744110107422,11.870550155639648,234
256,16,12,0.1,2.467447519302368,2.4861879348754883,11.792305946350098,12.015388488769531,235
256,16,12,0.1,2.497225046157837,2.481430768966675,12.14873218536377,11.958364486694336,236
256,16,12,0.1,2.4437036514282227,2.470524549484253,11.515612602233888,11.82864761352539,237
256,16,12,0.1,2.4735944271087646,2.459141731262207,11.865020751953123,11.69477081298828,238
256,16,12,0.1,2.477958917617798,2.447484254837036,11.916915893554688,11.559232711791992,239
256,16,12,0.1,2.4647233486175537,2.479071140289306,11.760233879089355,11.930177688598633,240
256,16,12,0.1,2.464704751968384,2.461014032363892,11.760015487670898,11.716690063476562,241
256,16,12,0.1,2.46447229385376,2.479700326919556,11.757282257080078,11.937692642211914,242
256,16,12,0.1,2.484072685241699,2.456507444381714,11.98999309539795,11.66400909423828,243
256,16,12,0.1,2.485553979873657,2.4562783241271973,12.007773399353027,11.661325454711914,244
256,16,12,0.1,2.474820375442505,2.4830963611602783,11.879570960998535,11.978299140930176,245
256,16,12,0.1,2.463999032974243,2.456022024154663,11.751716613769531,11.658342361450195,246
256,16,12,0.1,2.466421365737915,2.4708871841430664,11.780211448669434,11.832941055297852,247
256,16,12,0.1,2.4782018661499023,2.4621899127960205,11.919808387756348,11.730469703674316,248
256,16,12,0.1,2.4517359733581543,2.480841875076294,11.608481407165527,11.951324462890623,249
256,16,12,0.1,2.4592535495758057,2.5101468563079834,11.696081161499023,12.306734085083008,250
256,16,12,0.1,2.478924036026001,2.454174041748047,11.928420066833496,11.636816024780272,251
256,16,12,0.1,2.470500230789185,2.463561534881592,11.828364372253418,11.74657917022705,252
256,16,12,0.1,2.4637980461120605,2.460123062133789,11.749354362487791,11.706257820129396,253
256,16,12,0.1,2.454262971878052,2.4601728916168213,11.637850761413574,11.706841468811035,254
256,16,12,0.1,2.447859048843384,2.4614741802215576,11.563560485839844,11.722082138061523,255
256,16,12,0.1,2.425438642501831,2.43407940864563,11.307188034057615,11.405311584472656,256
256,16,12,0.1,2.433366060256958,2.440438747406006,11.397178649902344,11.478081703186035,257
256,16,12,0.1,2.444764375686645,2.485358238220215,11.527836799621582,12.005419731140137,258
256,16,12,0.1,2.465822458267212,2.4443836212158203,11.773164749145508,11.52344799041748,259
256,16,12,0.1,2.449263572692871,2.4465677738189697,11.579821586608888,11.548644065856934,260
256,16,12,0.1,2.431437969207764,2.437359571456909,11.37522792816162,11.442782402038574,261
256,16,12,0.1,2.4367551803588867,2.4629359245300293,11.435873031616213,11.739227294921877,262
256,16,12,0.1,2.432991743087769,2.4706835746765137,11.39291286468506,11.830525398254396,263
256,16,12,0.1,2.41919493675232,2.4451358318328857,11.236811637878418,11.532115936279297,264
256,16,12,0.1,2.4262521266937256,2.4589734077453613,11.316387176513672,11.69280242919922,265
256,16,12,0.1,2.444472074508667,2.432164669036865,11.524466514587402,11.383500099182127,266
256,16,12,0.1,2.423315525054932,2.4373183250427246,11.283207893371582,11.442315101623535,267
256,16,12,0.1,2.42753529548645,2.435980796813965,11.330923080444336,11.427026748657228,268
256,16,12,0.1,2.422844409942627,2.42107367515564,11.27789306640625,11.25793743133545,269
256,16,12,0.1,2.4341304302215576,2.4504599571228027,11.405902862548828,11.59367847442627,270
256,16,12,0.1,2.437239170074463,2.428219556808472,11.44140911102295,11.33867073059082,271
256,16,12,0.1,2.404726505279541,2.4437172412872314,11.075398445129396,11.515765190124512,272
256,16,12,0.1,2.412824869155884,2.4403038024902344,11.165454864501951,11.476524353027344,273
256,16,12,0.1,2.402086019515991,2.4448983669281006,11.04619312286377,11.529380798339844,274
256,16,12,0.1,2.4527037143707275,2.426582098007202,11.619718551635742,11.320127487182615,275
256,16,12,0.1,2.4110703468322754,2.4178757667541504,11.14588451385498,11.22199821472168,276
256,16,12,0.1,2.459235429763794,2.448770046234131,11.69586944580078,11.574102401733398,277
256,16,12,0.1,2.4218108654022217,2.438062191009521,11.266242980957031,11.450830459594728,278
256,16,12,0.1,2.41800856590271,2.411811351776123,11.22348976135254,11.154135704040527,279
256,16,12,0.1,2.441335678100586,2.4320247173309326,11.488381385803224,11.38190746307373,280
256,16,12,0.1,2.409764051437378,2.437779188156128,11.131328582763672,11.447592735290527,281
256,16,12,0.1,2.385349988937378,2.403876304626465,10.862866401672363,11.065988540649414,282
256,16,12,0.1,2.419695377349853,2.409709930419922,11.24243450164795,11.130731582641602,283
256,16,12,0.1,2.3909008502960205,2.3987154960632324,10.923332214355469,11.009026527404783,284
256,16,12,0.1,2.393296241760254,2.41879940032959,10.9495267868042,11.23236083984375,285
256,16,12,0.1,2.416667222976685,2.424025535583496,11.208441734313965,11.291221618652344,286
256,16,12,0.1,2.398998022079468,2.401794910430908,11.012134552001951,11.042980194091797,287
256,16,12,0.1,2.3735551834106445,2.403038740158081,10.735496520996094,11.056727409362791,288
256,16,12,0.1,2.40061616897583,2.4137327671051025,11.029970169067385,11.175596237182615,289
256,16,12,0.1,2.369365692138672,2.4142322540283203,10.690611839294434,11.181182861328123,290
256,16,12,0.1,2.399240732192993,2.4188504219055176,11.014812469482422,11.232938766479492,291
256,16,12,0.1,2.36718487739563,2.394653081893921,10.667317390441896,10.964396476745604,292
256,16,12,0.1,2.3825223445892334,2.3847947120666504,10.83218765258789,10.856833457946776,293
256,16,12,0.1,2.3928041458129883,2.4359352588653564,10.944140434265137,11.42649745941162,294
256,16,12,0.1,2.40369176864624,2.382931709289551,11.063952445983888,10.836626052856444,295
256,16,12,0.1,2.3856704235076904,2.3931148052215576,10.866345405578612,10.947537422180176,296
256,16,12,0.1,2.406982421875,2.4185802936553955,11.100414276123049,11.229902267456056,297
256,16,12,0.1,2.366441011428833,2.403616428375244,10.659388542175291,11.063118934631348,298
256,16,12,0.1,2.3819596767425537,2.373929023742676,10.826095581054688,10.739505767822266,299
256,16,12,0.1,2.403096437454224,2.388104200363159,11.057361602783203,10.892826080322266,300
256,16,12,0.1,2.386677026748657,2.402718305587769,10.877294540405272,11.053184509277344,301
256,16,12,0.1,2.376909017562866,2.3848555088043213,10.771557807922363,10.857491493225098,302
256,16,12,0.1,2.376678705215454,2.392235279083252,10.769079208374023,10.937912940979004,303
256,16,12,0.1,2.3746674060821533,2.4125816822052,10.747438430786133,11.162739753723145,304
256,16,12,0.1,2.375944137573242,2.400336980819702,10.7611665725708,11.026893615722656,305
256,16,12,0.1,2.3653764724731445,2.404823541641236,10.648052215576172,11.076473236083984,306
256,16,12,0.1,2.4129323959350586,2.3940162658691406,11.166661262512209,10.95741367340088,307
256,16,12,0.1,2.3934614658355717,2.376411437988281,10.951336860656738,10.766190528869627,308
