iteracja,final_train_loss,final_val_loss,final_train_perplexity,final_val_perplexity
480,2.466110944747925,2.471789598464966,163.0,12.283608436584473
490,2.454653739929199,2.4644179344177246,174.0,12.037914276123047
500,2.446096658706665,2.457002639770508,163.0,11.907013893127441
510,2.4242424964904785,2.4354236125946045,179.0,11.83505630493164
520,2.409759283065796,2.4222638607025146,168.0,12.115667343139648
530,2.395465612411499,2.4072251319885254,174.0,11.593595504760742
540,2.381423234939575,2.3950307369232178,179.0,11.62067985534668
550,2.3584580421447754,2.373828411102295,179.0,11.365517616271973
560,2.329298734664917,2.342841625213623,191.0,11.056230545043945
570,2.315742254257202,2.3361761569976807,191.0,11.082401275634766
580,2.293794631958008,2.316277503967285,203.0,10.816549301147461
590,2.279787302017212,2.301409959793091,197.0,10.788386344909668
600,2.256145715713501,2.2802884578704834,203.0,10.631081581115723
610,2.243593692779541,2.269482374191284,203.0,10.473618507385254
620,2.2241170406341553,2.2552330493927,216.0,10.37248706817627
630,2.208028554916382,2.2365500926971436,216.0,10.265664100646973
640,2.1954543590545654,2.220517158508301,223.0,9.947433471679688
650,2.176123857498169,2.204587459564209,230.0,9.874329566955566
660,2.1622116565704346,2.195188522338867,230.0,9.898953437805176
670,2.14350962638855,2.1816599369049072,230.0,9.632451057434082
680,2.1314821243286133,2.1657657623291016,223.0,9.63957691192627
690,2.1166582107543945,2.1570816040039062,245.0,9.667167663574219
700,2.099760055541992,2.135118246078491,252.0,9.355242729187012
710,2.0827553272247314,2.125656843185425,252.0,9.126873016357422
720,2.062588691711426,2.105966567993164,260.0,9.14411449432373
730,2.0505475997924805,2.0965774059295654,268.0,9.02227783203125
740,2.036708116531372,2.089984178543091,278.0,9.040814399719238
750,2.0239319801330566,2.0801987648010254,278.0,8.661111831665039
760,2.005362033843994,2.055666446685791,268.0,8.782134056091309
770,1.9868191480636597,2.0447325706481934,296.0,8.554243087768555
780,1.979972243309021,2.0400311946868896,304.0,8.404500007629395
790,1.967301368713379,2.0269947052001953,324.0,8.230936050415039
800,1.9510598182678223,2.0193161964416504,304.0,8.375349044799805
810,1.9367789030075073,2.0075995922088623,334.0,8.25386905670166
820,1.9232252836227417,1.9907220602035522,334.0,7.904037952423096
830,1.9085708856582642,1.9761040210723877,346.0,7.861977577209473
840,1.8904943466186523,1.962408423423767,356.0,7.808815956115723
850,1.8763233423233032,1.9557812213897705,356.0,7.642832279205322
860,1.8658859729766846,1.9428259134292603,378.0,7.837137699127197
870,1.8559335470199585,1.9395846128463745,392.0,7.817451477050781
880,1.8425397872924805,1.9321582317352295,378.0,7.794137954711914
890,1.827653169631958,1.9115279912948608,378.0,7.536517143249512
900,1.8132432699203491,1.9050136804580688,416.0,7.3376336097717285
910,1.8029866218566895,1.8947116136550903,430.0,7.259566307067871
920,1.7934536933898926,1.8895245790481567,416.0,7.315113544464111
930,1.7778799533843994,1.8724966049194336,430.0,7.083503723144531
940,1.772037148475647,1.8708363771438599,486.0,7.166564464569092
950,1.752638816833496,1.8535324335098267,472.0,7.295597553253174
960,1.742701530456543,1.843166470527649,430.0,6.844427108764648
970,1.7296603918075562,1.834585428237915,486.0,7.11250114440918
980,1.724510908126831,1.8280688524246216,520.0,6.789278984069824
990,1.7168283462524414,1.8297913074493408,536.0,6.703258991241455
1000,1.7035913467407227,1.8153469562530518,502.0,6.785406589508057
1010,1.6898967027664185,1.814042329788208,568.0,6.666265964508057
1020,1.6826426982879639,1.8058794736862183,588.0,6.925724983215332
1030,1.6716738939285278,1.795119285583496,568.0,6.832536220550537
1040,1.6670433282852173,1.7961233854293823,552.0,6.552610874176025
1050,1.6515334844589233,1.7815825939178467,588.0,6.5304694175720215
1060,1.6415801048278809,1.7790297269821167,604.0,6.567877292633057
1070,1.6354931592941284,1.7733575105667114,644.0,6.467458248138428
1080,1.6248893737792969,1.7687034606933594,644.0,6.3443732261657715
1090,1.6224595308303833,1.7677279710769653,664.0,6.282233715057373
1100,1.609080195426941,1.7554755210876465,688.0,6.563114166259766
1110,1.5999912023544312,1.746374487876892,708.0,6.317887783050537
1120,1.5969451665878296,1.7500102519989014,752.0,6.3075947761535645
1130,1.5855648517608643,1.7410802841186523,752.0,6.471281051635742
1140,1.5871762037277222,1.742844581604004,732.0,6.285604476928711
1150,1.5822688341140747,1.7554959058761597,688.0,6.3286871910095215
1160,1.5668889284133911,1.7393863201141357,804.0,6.143906116485596
1170,1.553900122642517,1.729807734489441,776.0,6.21887731552124
1180,1.5525206327438354,1.7294366359710693,776.0,6.208469867706299
1190,1.5495871305465698,1.7262588739395142,828.0,6.13865852355957
1200,1.5367323160171509,1.7244677543640137,856.0,6.059831142425537
1210,1.5334677696228027,1.7231308221817017,828.0,5.964097499847412
1220,1.5295627117156982,1.724387526512146,880.0,6.191858768463135
1230,1.5157171487808228,1.7127985954284668,908.0,6.098979473114014
1240,1.5085068941116333,1.7130486965179443,908.0,5.898031711578369
1250,1.4989538192749023,1.704786777496338,880.0,5.906464576721191
1260,1.500241756439209,1.705873727798462,940.0,5.9775567054748535
1270,1.4870010614395142,1.704056739807129,940.0,5.982343673706055
1280,1.479345679283142,1.6961827278137207,940.0,5.803096771240234
1290,1.4814327955245972,1.705590844154358,1032.0,5.971452236175537
1300,1.469496250152588,1.6977685689926147,1032.0,5.957242012023926
1310,1.4681888818740845,1.6914830207824707,1032.0,5.927358627319336
1320,1.4582899808883667,1.6929913759231567,1064.0,6.004991054534912
1330,1.4547537565231323,1.6862232685089111,1064.0,6.067354679107666
1340,1.4505712985992432,1.6984039545059204,1128.0,5.83115816116333
1350,1.4375174045562744,1.6851469278335571,1128.0,5.8979716300964355
1360,1.4300761222839355,1.6871799230575562,1128.0,5.95675802230835
1370,1.4344006776809692,1.6943622827529907,1208.0,5.9180827140808105
1380,1.4276628494262695,1.6940847635269165,1240.0,5.939454078674316
1390,1.41996431350708,1.6885230541229248,1240.0,5.975802421569824
1400,1.4232168197631836,1.699252963066101,1208.0,6.05061149597168
1410,1.4123585224151611,1.6882001161575317,1280.0,5.814787864685059
1420,1.4011682271957397,1.6755974292755127,1280.0,5.631536960601807
1430,1.3973228931427002,1.678422212600708,1280.0,5.87703800201416
1440,1.3884326219558716,1.6852772235870361,1320.0,5.751870632171631
1450,1.386092185974121,1.679917812347412,1408.0,5.705187797546387
1460,1.3783080577850342,1.6765936613082886,1368.0,5.821362018585205
1470,1.3716955184936523,1.6750519275665283,1408.0,5.995133876800537
1480,1.369006633758545,1.6765649318695068,1544.0,5.689420700073242
1490,1.3644375801086426,1.6670559644699097,1496.0,5.934362411499023
1500,1.357021689414978,1.6689248085021973,1544.0,5.820930480957031
1510,1.3527828454971313,1.6716080904006958,1496.0,5.853553295135498
1520,1.3466582298278809,1.6744269132614136,1496.0,5.641116619110107
1530,1.337125539779663,1.6701765060424805,1544.0,6.00192403793335
1540,1.336580514907837,1.6791443824768066,1496.0,5.941827774047852
1550,1.3317208290100098,1.676352858543396,1592.0,5.933663845062256
1560,1.326480746269226,1.67314875125885,1696.0,5.885721206665039
1570,1.3218480348587036,1.6769447326660156,1864.0,5.893487453460693
1580,1.3173279762268066,1.6770657300949097,1928.0,5.6074018478393555
1590,1.3076159954071045,1.67510986328125,1928.0,5.777516841888428
1600,1.306328296661377,1.6729059219360352,1696.0,5.828592777252197
1610,1.301053762435913,1.667848825454712,1696.0,5.818169593811035
1620,1.29345703125,1.6745191812515259,1808.0,6.017578125
1630,1.2948336601257324,1.6783863306045532,1808.0,6.044333457946777
1640,1.2871813774108887,1.6745615005493164,1864.0,5.556041717529297
1650,1.277266502380371,1.6685166358947754,1752.0,5.670775413513184
1660,1.2715132236480713,1.671400785446167,1984.0,5.6191725730896
1670,1.2660366296768188,1.6756535768508911,1864.0,5.955389022827148
1680,1.2610599994659424,1.6720699071884155,2112.0,5.789375305175781
1690,1.258753776550293,1.6807337999343872,2048.0,5.85670804977417
1700,1.256677508354187,1.678775668144226,2048.0,5.6921706199646
1710,1.2498040199279785,1.6899385452270508,2176.0,5.8092827796936035
1720,1.246829628944397,1.6833326816558838,2176.0,5.983242511749268
1730,1.2357816696166992,1.6863524913787842,2320.0,5.891438961029053
1740,1.2301503419876099,1.67485773563385,2176.0,5.755488872528076
1750,1.2340954542160034,1.6875948905944824,2464.0,6.015241622924805
1760,1.2253178358078003,1.688355565071106,2320.0,5.924675464630127
1770,1.2196097373962402,1.6835722923278809,2176.0,5.771247386932373
1780,1.2148315906524658,1.6843712329864502,2256.0,5.709489345550537
1790,1.2050261497497559,1.6907299757003784,2544.0,5.893070220947266
1800,1.2005559206008911,1.6879223585128784,2464.0,5.983473300933838
1810,1.195870041847229,1.692348837852478,2400.0,5.892165660858154
1820,1.2004386186599731,1.7061800956726074,2624.0,6.110208511352539
1830,1.1861789226531982,1.695900559425354,2544.0,6.005781650543213
1840,1.1775044202804565,1.6942843198776245,2720.0,5.973018646240234
1850,1.1802499294281006,1.7059954404830933,2544.0,5.908152103424072
1860,1.1696096658706665,1.7152159214019775,2544.0,6.161625385284424
1870,1.165708065032959,1.703679084777832,2976.0,6.0084547996521
1880,1.1561616659164429,1.7118158340454102,2976.0,5.901193141937256
1890,1.1534432172775269,1.7030755281448364,2976.0,6.090889930725098
1900,1.1521759033203125,1.7012180089950562,2976.0,5.799187660217285
1910,1.1472389698028564,1.7164376974105835,2800.0,6.0141472816467285
1920,1.1352425813674927,1.7120132446289062,2896.0,6.091343879699707
1930,1.1341490745544434,1.7099765539169312,2976.0,6.182212829589844
1940,1.128643274307251,1.716947317123413,3168.0,6.143687725067139
1950,1.1226485967636108,1.715977430343628,2896.0,5.925552845001221
1960,1.1253747940063477,1.7099659442901611,2976.0,5.872533798217773
1970,1.1167018413543701,1.7113292217254639,3376.0,6.245394229888916
1980,1.1063477993011475,1.724364161491394,3824.0,6.3230977058410645
1990,1.0970884561538696,1.718176245689392,3376.0,6.06341552734375
2000,1.0911825895309448,1.719576358795166,3376.0,6.0283637046813965
2010,1.0887227058410645,1.7300339937210083,3600.0,6.3295793533325195
2020,1.0871529579162598,1.7186163663864136,3824.0,6.20048189163208
2030,1.0832335948944092,1.7340277433395386,3600.0,6.349030017852783
2040,1.08278226852417,1.7319468259811401,3600.0,6.30823278427124
2050,1.071082353591919,1.7306153774261475,4080.0,6.1378607749938965
2060,1.0665771961212158,1.7405908107757568,3824.0,6.305644989013672
2070,1.0617954730987549,1.7379565238952637,4080.0,6.28989839553833
2080,1.0545231103897095,1.735569715499878,3824.0,6.235351085662842
2090,1.0517216920852661,1.7421420812606812,4080.0,6.253931999206543
2100,1.0442938804626465,1.7523417472839355,4080.0,6.360862731933594
2110,1.0430415868759155,1.751045823097229,4608.0,6.589285373687744
2120,1.0370419025421143,1.759671926498413,4608.0,6.373871326446533
2130,1.0316468477249146,1.7548949718475342,4352.0,6.399438381195068
2140,1.0259034633636475,1.7680453062057495,4080.0,6.460965156555176
2150,1.0206886529922485,1.7633335590362549,4352.0,6.65151834487915
2160,1.014054536819458,1.7614548206329346,5216.0,6.313814163208008
2170,1.009537696838379,1.7665575742721558,4928.0,6.596860408782959
2180,1.011314868927002,1.7719188928604126,4928.0,6.290093421936035
2190,1.004391074180603,1.7685736417770386,5216.0,6.3715972900390625
2200,0.9941137433052063,1.779919147491455,4608.0,6.232634544372559
2210,0.9906923770904541,1.7707158327102661,5216.0,6.423825263977051
2220,0.9811303019523621,1.7892732620239258,5568.0,6.913159370422363
2230,0.981326162815094,1.783847689628601,5216.0,6.877079010009766
2240,0.9722343683242798,1.7969175577163696,5568.0,6.604669570922852
2250,0.9707331657409668,1.7927486896514893,5568.0,6.653620719909668
2260,0.9571794867515564,1.7993807792663574,5568.0,6.385065078735352
2270,0.9558234214782715,1.7884255647659302,5920.0,6.487547397613525
2280,0.9514418244361877,1.8093512058258057,5920.0,6.588405609130859
2290,0.9392201900482178,1.8150440454483032,5920.0,6.569736003875732
2300,0.9428027272224426,1.7981425523757935,6304.0,6.603365898132324
2310,0.9406589269638062,1.7996513843536377,6304.0,6.651182651519775
2320,0.9320915341377258,1.8108830451965332,5920.0,6.748727798461914
2330,0.9299622178077698,1.8149163722991943,5920.0,6.749162197113037
2340,0.9246928691864014,1.8194323778152466,6304.0,6.858012676239014
2350,0.9142183661460876,1.8308147192001343,6720.0,6.987303256988525
2360,0.9057338237762451,1.8340442180633545,6720.0,6.904417037963867
2370,0.9050838947296143,1.8242981433868408,7136.0,6.7730937004089355
2380,0.9030910730361938,1.8341000080108643,6720.0,6.895216941833496
2390,0.9001337289810181,1.8326890468597412,7616.0,6.975395679473877
2400,0.8914093971252441,1.839706301689148,8096.0,6.758823871612549
2410,0.8873643279075623,1.8336454629898071,6720.0,6.973814010620117
2420,0.8777512907981873,1.8470834493637085,7616.0,7.162306308746338
2430,0.8757895827293396,1.844907283782959,7136.0,7.183157920837402
2440,0.871686577796936,1.8481037616729736,7616.0,7.278243541717529
2450,0.8683721423149109,1.8599070310592651,7616.0,7.400237083435059
2460,0.8585404753684998,1.8565930128097534,8096.0,6.961869716644287
2470,0.8543121814727783,1.8642141819000244,8640.0,6.948454856872559
2480,0.844990611076355,1.874151349067688,9792.0,7.03755521774292
2490,0.8477057814598083,1.8730164766311646,9792.0,7.260533332824707
2500,0.8359748125076294,1.8806488513946533,8640.0,7.161259651184082
2510,0.8357916474342346,1.8637946844100952,9152.0,7.577231407165527
2520,0.8271563053131104,1.8863730430603027,9792.0,7.475910186767578
2530,0.819165825843811,1.8861569166183472,9792.0,7.994329929351807
2540,0.8104256391525269,1.8991267681121826,10432.0,7.470564842224121
2550,0.8103042840957642,1.893843412399292,10432.0,7.386608123779297
2560,0.8068454265594482,1.8953050374984741,9792.0,7.559901714324951
2570,0.7951902747154236,1.9020211696624756,9792.0,7.849498271942139
2580,0.7917373776435852,1.905372142791748,11072.0,7.3451151847839355
2590,0.790669858455658,1.9122681617736816,11072.0,7.377802848815918
2600,0.7905563116073608,1.9159051179885864,11072.0,7.267241477966309
2610,0.7770211100578308,1.9238734245300293,11776.0,7.439614295959473
2620,0.7725372910499573,1.9217053651809692,11072.0,7.494680404663086
2630,0.7675907015800476,1.9269272089004517,10432.0,7.29508638381958
2640,0.7687031626701355,1.9274319410324097,11776.0,7.413934230804443
2650,0.7597233653068542,1.922418236732483,11776.0,7.295851230621338
2660,0.7567495703697205,1.9394540786743164,13376.0,7.943358898162842
2670,0.7502882480621338,1.943686842918396,12544.0,7.69643497467041
2680,0.7448928356170654,1.9410206079483032,12544.0,7.303281307220459
2690,0.7382112145423889,1.948785424232483,13376.0,7.753844261169434
2700,0.728289008140564,1.9644114971160889,14208.0,7.795041084289551
2710,0.7281531691551208,1.967430591583252,15168.0,8.048378944396973
2720,0.7256069779396057,1.9603725671768188,14208.0,7.9731879234313965
2730,0.7252960205078125,1.9559439420700073,14208.0,7.8186235427856445
2740,0.7091820240020752,1.9707832336425781,15168.0,7.918519973754883
2750,0.7100070118904114,1.9707423448562622,13376.0,8.052093505859375
2760,0.7065571546554565,1.979191541671753,13376.0,8.233047485351562
2770,0.6987065672874451,1.988095760345459,14208.0,8.324934005737305
2780,0.6938027143478394,1.9823968410491943,15168.0,8.003636360168457
2790,0.6852259635925293,1.9920353889465332,16128.0,8.566218376159668
2800,0.6811844110488892,1.9974294900894165,17152.0,8.17341136932373
2810,0.6856063008308411,2.000084400177002,15168.0,7.795118808746338
2820,0.6787444353103638,2.0033299922943115,17152.0,8.119141578674316
2830,0.6691430807113647,2.001904010772705,16128.0,8.713062286376953
2840,0.667020857334137,2.0199801921844482,16128.0,8.453272819519043
2850,0.6628230810165405,2.0153777599334717,17152.0,9.100056648254395
2860,0.6558129787445068,2.0205132961273193,20736.0,8.73357105255127
2870,0.6589571237564087,2.019301176071167,19456.0,8.393608093261719
2880,0.6421468257904053,2.0376479625701904,18304.0,8.912864685058594
2890,0.6433724761009216,2.0400447845458984,19456.0,8.38173770904541
2900,0.6308336853981018,2.0457684993743896,19456.0,8.57589340209961
2910,0.6278655529022217,2.052431106567383,20736.0,8.496203422546387
2920,0.6299006342887878,2.052171468734741,20736.0,9.720640182495117
2930,0.6270267963409424,2.05489444732666,20736.0,8.768003463745117
2940,0.6178731918334961,2.0456650257110596,22016.0,8.5280122756958
2950,0.6164523959159851,2.059678077697754,22016.0,8.882203102111816
2960,0.6081247925758362,2.075350046157837,22016.0,9.22244644165039
2970,0.6123859286308289,2.066047191619873,22016.0,8.511591911315918
2980,0.6018844246864319,2.06331205368042,22016.0,8.917718887329102
2990,0.5954620242118835,2.081479072570801,22016.0,8.843913078308105
3000,0.5896251797676086,2.076315402984619,23424.0,9.078722953796387
3010,0.5881966948509216,2.078143835067749,22016.0,9.057642936706543
3020,0.5826470255851746,2.091421604156494,24960.0,8.65635871887207
3030,0.5829616785049438,2.087683916091919,28288.0,9.499734878540039
3040,0.5745759010314941,2.079355478286743,24960.0,8.955574989318848
3050,0.5761467814445496,2.0947930812835693,24960.0,9.578431129455566
3060,0.5657258033752441,2.1099236011505127,26624.0,9.283370971679688
3070,0.5641912221908569,2.1050302982330322,24960.0,9.439433097839355
3080,0.5530589818954468,2.11965274810791,23424.0,9.57709789276123
3090,0.5506279468536377,2.115449905395508,30080.0,8.980767250061035
3100,0.5448492765426636,2.1184520721435547,26624.0,9.090673446655273
3110,0.5466942191123962,2.114976406097412,28288.0,9.095589637756348
3120,0.5375238656997681,2.1324455738067627,28288.0,9.50294017791748
3130,0.5387692451477051,2.141662836074829,34048.0,9.673992156982422
3140,0.5328020453453064,2.134355068206787,30080.0,9.64611530303955
3150,0.5252812504768372,2.154893159866333,30080.0,9.168234825134277
3160,0.5299478769302368,2.158536911010742,34048.0,9.160325050354004
3170,0.5215373039245605,2.150607109069824,36352.0,9.562324523925781
3180,0.5169509053230286,2.16949462890625,34048.0,10.005681037902832
3190,0.5157893300056458,2.163588047027588,32000.0,9.54365062713623
3200,0.5050731301307678,2.158003568649292,38656.0,9.574637413024902
3210,0.5020211935043335,2.156484603881836,32000.0,9.561647415161133
3220,0.4966433346271515,2.16921329498291,41216.0,10.311031341552734
3230,0.4947086274623871,2.194085121154785,36352.0,10.968825340270996
3240,0.49446403980255127,2.1864142417907715,38656.0,10.16006088256836
3250,0.4913632571697235,2.1830296516418457,41216.0,10.860499382019043
3260,0.49151545763015747,2.2074294090270996,43776.0,10.635021209716797
3270,0.4852502942085266,2.203598976135254,38656.0,10.706804275512695
3280,0.4795995056629181,2.1982545852661133,34048.0,10.32571792602539
3290,0.48032963275909424,2.196079969406128,38656.0,10.09252643585205
3300,0.4687890112400055,2.2133007049560547,43776.0,9.625558853149414
3310,0.4680514931678772,2.2189836502075195,46592.0,10.5225830078125
3320,0.4653225839138031,2.2200939655303955,46592.0,10.24429702758789
3330,0.4594435393810272,2.2220261096954346,43776.0,11.027210235595703
3340,0.45622017979621887,2.2307910919189453,41216.0,10.203344345092773
3350,0.4490939676761627,2.2360663414001465,46592.0,10.453533172607422
3360,0.4520430862903595,2.2404849529266357,46592.0,10.50663948059082
3370,0.4417891800403595,2.2513065338134766,43776.0,10.61368465423584
3380,0.4453269839286804,2.2512428760528564,52736.0,11.047525405883789
3390,0.4402536153793335,2.247734785079956,46592.0,11.163008689880371
3400,0.43526238203048706,2.2374422550201416,49664.0,10.528844833374023
3410,0.43139663338661194,2.2751030921936035,49664.0,11.608199119567871
3420,0.4263647794723511,2.272073268890381,59904.0,10.773876190185547
3430,0.4267286956310272,2.2665915489196777,56320.0,10.384537696838379
3440,0.4210599958896637,2.267786979675293,56320.0,10.474117279052734
3450,0.41699448227882385,2.281193971633911,56320.0,10.4091796875
3460,0.4136212170124054,2.291811943054199,59904.0,10.639200210571289
3470,0.41219356656074524,2.2723846435546875,56320.0,11.292004585266113
3480,0.4061255156993866,2.2850708961486816,56320.0,11.140098571777344
3490,0.41216397285461426,2.2875378131866455,63744.0,11.327784538269043
3500,0.3993569314479828,2.289515972137451,63744.0,11.288433074951172
3510,0.40271586179733276,2.283782720565796,56320.0,10.612649917602539
3520,0.40170368552207947,2.288125514984131,59904.0,10.636932373046875
3530,0.388666033744812,2.3074491024017334,63744.0,11.847082138061523
3540,0.38700374960899353,2.3077969551086426,72192.0,11.069437026977539
3550,0.3830247223377228,2.3157923221588135,68096.0,11.785086631774902
3560,0.3794432580471039,2.329594612121582,63744.0,11.637489318847656
3570,0.3870111405849457,2.315539598464966,72192.0,12.00864028930664
3580,0.3774704337120056,2.3311383724212646,72192.0,11.396217346191406
3590,0.37506282329559326,2.318488597869873,76800.0,11.27623176574707
3600,0.3725370466709137,2.3203580379486084,81920.0,11.503982543945312
3610,0.3649581968784332,2.338500738143921,81920.0,11.954910278320312
3620,0.36252501606941223,2.3451638221740723,72192.0,11.89288330078125
3630,0.3589906394481659,2.3464744091033936,81920.0,12.369773864746094
3640,0.35732021927833557,2.3537256717681885,76800.0,11.958159446716309
3650,0.3523651361465454,2.36999249458313,81920.0,11.822920799255371
3660,0.3514396548271179,2.390270948410034,87040.0,12.271976470947266
3670,0.3470146656036377,2.360625982284546,87040.0,11.284444808959961
3680,0.34507396817207336,2.3809826374053955,81920.0,12.213693618774414
3690,0.3425191640853882,2.3847591876983643,92672.0,12.415492057800293
3700,0.33761870861053467,2.385199785232544,81920.0,11.353438377380371
3710,0.3390936553478241,2.3860161304473877,87040.0,13.364408493041992
3720,0.3360200524330139,2.4063873291015625,81920.0,12.887089729309082
3730,0.3380553126335144,2.403794765472412,92672.0,12.286432266235352
3740,0.3284740746021271,2.4061355590820312,111616.0,12.04817008972168
3750,0.3294411897659302,2.4085946083068848,92672.0,12.080595970153809
3760,0.32871705293655396,2.4085097312927246,104960.0,11.578106880187988
3770,0.3252220153808594,2.414782762527466,104960.0,12.975602149963379
3780,0.32283416390419006,2.432744026184082,104960.0,13.91342830657959
3790,0.3266122043132782,2.405611276626587,92672.0,12.29987907409668
3800,0.32000768184661865,2.4209177494049072,87040.0,13.086402893066406
3810,0.3165445327758789,2.433378219604492,119296.0,13.746395111083984
3820,0.31313812732696533,2.4314064979553223,92672.0,13.036580085754395
3830,0.31264835596084595,2.431957721710205,111616.0,12.982183456420898
3840,0.30729904770851135,2.4507486820220947,119296.0,14.23969554901123
3850,0.30687445402145386,2.4402365684509277,119296.0,12.78982925415039
3860,0.30560675263404846,2.432873249053955,111616.0,13.333568572998047
3870,0.2999626100063324,2.440617561340332,111616.0,12.887382507324219
3880,0.2989460527896881,2.452369451522827,126976.0,13.73961067199707
3890,0.2900451719760895,2.4751148223876953,119296.0,13.094173431396484
3900,0.29420584440231323,2.473186492919922,119296.0,14.14767074584961
3910,0.28969064354896545,2.4704642295837402,126976.0,13.873563766479492
3920,0.28940680623054504,2.475107431411743,135168.0,14.13774299621582
3930,0.2886330485343933,2.47379994392395,135168.0,14.333870887756348
3940,0.28500527143478394,2.4814348220825195,143360.0,13.614274024963379
3950,0.28203392028808594,2.4730677604675293,126976.0,13.933080673217773
3960,0.27932968735694885,2.4958412647247314,162816.0,14.395977020263672
3970,0.2783283591270447,2.4981563091278076,135168.0,13.497339248657227
3980,0.2791925370693207,2.4921393394470215,143360.0,13.33920955657959
3990,0.2765108346939087,2.5006542205810547,143360.0,13.88109016418457
4000,0.2757548391819,2.493485450744629,126976.0,12.564826965332031
4010,0.2653196454048157,2.5318572521209717,162816.0,13.805242538452148
4020,0.2670901417732239,2.51064395904541,143360.0,13.892208099365234
4030,0.2689334452152252,2.5278730392456055,152576.0,14.517439842224121
4040,0.26785868406295776,2.515101432800293,162816.0,13.686494827270508
4050,0.2665692865848541,2.5101301670074463,135168.0,13.722236633300781
4060,0.26548469066619873,2.5434186458587646,173056.0,14.457890510559082
4070,0.26486730575561523,2.524603843688965,135168.0,14.795464515686035
4080,0.26052215695381165,2.5529046058654785,173056.0,14.139108657836914
4090,0.25715893507003784,2.562560796737671,196608.0,15.090988159179688
4100,0.25933679938316345,2.536205530166626,152576.0,13.628619194030762
4110,0.2552495300769806,2.558161973953247,173056.0,14.379426002502441
4120,0.2506639361381531,2.561857223510742,173056.0,14.165865898132324
4130,0.25070035457611084,2.5719082355499268,196608.0,15.061603546142578
4140,0.24847160279750824,2.5503227710723877,173056.0,14.441878318786621
4150,0.24691152572631836,2.548346996307373,184320.0,14.465228080749512
4160,0.2440144121646881,2.5623819828033447,222208.0,14.801745414733887
4170,0.2409212440252304,2.5608441829681396,208896.0,14.673005104064941
4180,0.24609169363975525,2.5638599395751953,173056.0,15.078702926635742
4190,0.23752442002296448,2.592500925064087,208896.0,16.3509578704834
4200,0.23868697881698608,2.585933208465576,208896.0,16.12442970275879
4210,0.23887579143047333,2.5750885009765625,173056.0,14.918395042419434
4220,0.23669008910655975,2.5611813068389893,184320.0,14.92233943939209
